,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
Bernard Bolzano_2 Bolzanos Main Writings.txt,"('mathematics', 4)","('bolzano', 3)","('logic', 3)","('work', 2)","('three', 2)","('extensive', 2)","('theology', 2)","('four', 2)","('volume', 2)","('science', 2)","('theory', 2)","('new', 2)","('foundation', 2)","('scientific', 2)","('uncommonly', 1)","('versatile', 1)","('culminated', 1)","('main', 1)","('writings', 1)","('different', 1)"
Thomas Kuhn_2 The Development of Science.txt,"('science', 35)","('kuhn', 21)","('scientific', 17)","('normal', 14)","('progress', 11)","('theory', 10)","('view', 9)","('theories', 9)","('revolutions', 8)","('one', 8)","('revolutionary', 7)","('puzzles', 7)","('according', 6)","('might', 6)","('particularly', 6)","('picture', 5)","('indeed', 5)","('account', 5)","('philosophy', 5)","('truth', 5)"
Metaethics_4 IsOught and the Open Question Argument.txt,"('moral', 49)","('thinking', 26)","('properties', 24)","('thought', 19)","('one', 19)","('something', 18)","('moore', 16)","('property', 16)","('good', 15)","('nature', 14)","('might', 14)","('pleasant', 13)","('claims', 12)","('question', 12)","('attributing', 12)","('account', 11)","('matter', 11)","('open', 11)","('seems', 10)","('attitudes', 10)"
Model Theory_1 Basic notions of model theory.txt,"('model', 13)","('sentence', 8)","('theory', 8)","('true', 7)","('interpretation', 7)","('class', 7)","('say', 6)","('truth', 6)","('one', 6)","('example', 6)","('structure', 6)","('classes', 5)","('today', 5)","('called', 4)","('pigeons', 4)","('quantifiers', 4)","('sometimes', 3)","('false', 3)","('information', 3)","('way', 3)"
Propositions_Sparse and Abundant Conceptions of Propositions.txt,"('propositions', 15)","('true', 12)","('facts', 10)","('fact', 10)","('proposition', 8)","('affairs', 8)","('one', 7)","('states', 7)","('see', 5)","('would', 4)","('truth', 4)","('possible', 4)","('syntactic', 4)","('linguistic', 3)","('argument', 3)","('might', 3)","('makes', 3)","('section', 3)","('uses', 3)","('two', 3)"
Logical Pluralism_2 Logical Pluralism via Linguistic Pluralism.txt,"('logical', 22)","('logic', 19)","('carnap', 16)","('meaning', 16)","('rules', 13)","('language', 12)","('logics', 12)","('one', 11)","('different', 9)","('tolerance', 8)","('pluralism', 7)","('sentences', 7)","('field', 6)","('languages', 6)","('seems', 6)","('even', 6)","('expressions', 6)","('liberty', 5)","('build', 5)","('must', 5)"
The Contents of Perception_6 Concepts and Content.txt,"('concepts', 41)","('experience', 39)","('content', 25)","('conceptualism', 21)","('one', 18)","('experiences', 18)","('peacocke', 17)","('beliefs', 15)","('contents', 15)","('demonstrative', 15)","('belief', 14)","('view', 12)","('according', 12)","('concept', 11)","('information', 11)","('represented', 11)","('scenario', 11)","('way', 10)","('subject', 10)","('thesis', 10)"
Bernard Bolzano_10 Philosophy of Nature and of Physics.txt,"('bolzano', 10)","('physics', 4)","('force', 4)","('questions', 4)","('attraction', 3)","('substances', 3)","('also', 3)","('metaphysical', 2)","('philosophy', 2)","('nature', 2)","('reprint', 2)","('russ', 2)","('two', 2)","('occupied', 2)","('writings', 2)","('small', 1)","('step', 1)","('rather', 1)","('traditional', 1)","('views', 1)"
Type Theory_4 Type TheorySet Theory.txt,"('set', 11)","('theory', 9)","('type', 8)","('relation', 5)","('hold', 5)","('exists', 4)","('simply', 3)","('sets', 3)","('graph', 3)","('membership', 3)","('represented', 3)","('bounded', 3)","('foundation', 2)","('mathematics', 2)","('paper', 2)","('explain', 2)","('function', 2)","('types', 2)","('rightarrow', 2)","('notion', 2)"
Willard Van Orman Quine_3 The AnalyticSynthetic Distinction and the Argument Against Logical Empiricism.txt,"('quine', 31)","('language', 28)","('sentences', 22)","('experience', 20)","('analytic', 18)","('carnap', 16)","('idea', 16)","('principle', 16)","('see', 15)","('theory', 15)","('change', 15)","('meaning', 15)","('sentence', 15)","('given', 12)","('one', 12)","('tolerance', 12)","('would', 11)","('analyticity', 11)","('truths', 10)","('distinction', 9)"
Carl Hempel_4 Scientific Explanations .txt,"('hempel', 15)","('explanations', 14)","('conditions', 11)","('truth', 10)","('would', 9)","('laws', 9)","('scientific', 8)","('explanation', 8)","('generalizations', 8)","('might', 7)","('universal', 6)","('form', 6)","('satisfied', 6)","('history', 6)","('may', 6)","('one', 5)","('specific', 5)","('true', 5)","('cause', 5)","('law', 5)"
The Identity Theory of Truth_4 Identity sense and reference.txt,"('entities', 31)","('level', 28)","('propositions', 25)","('sense', 21)","('reference', 19)","('referencelevel', 18)","('one', 17)","('facts', 17)","('identity', 15)","('true', 13)","('thoughts', 13)","('would', 13)","('world', 13)","('structured', 10)","('fregean', 9)","('propositionally', 9)","('senselevel', 8)","('objects', 8)","('properties', 8)","('located', 7)"
Logical Constants_4 Topic neutrality.txt,"('logic', 14)","('topicneutral', 13)","('might', 12)","('logical', 11)","('topic', 11)","('one', 10)","('neutrality', 10)","('account', 9)","('reasoning', 8)","('expressions', 8)","('notion', 7)","('arithmetic', 7)","('subject', 7)","('objects', 7)","('distinguish', 7)","('matter', 6)","('constants', 6)","('cases', 6)","('set', 6)","('notions', 6)"
Consciousness_5 The explanatory question How can consciousness exist.txt,"('consciousness', 33)","('one', 21)","('might', 13)","('question', 11)","('physical', 11)","('explain', 10)","('explaining', 10)","('may', 10)","('gap', 10)","('could', 9)","('explanatory', 9)","('thus', 9)","('facts', 9)","('explanation', 7)","('nature', 7)","('nonconscious', 7)","('explanans', 7)","('ones', 7)","('chalmers', 7)","('understanding', 7)"
Philosophy of Mathematics_4 Structuralism and Nominalism.txt,"('mathematical', 48)","('numbers', 28)","('theory', 27)","('entities', 26)","('theories', 25)","('natural', 25)","('structure', 21)","('structuralism', 20)","('concrete', 20)","('mathematics', 18)","('one', 18)","('structures', 17)","('true', 14)","('systems', 14)","('problem', 13)","('number', 13)","('also', 12)","('many', 12)","('would', 12)","('set', 12)"
Immanuel Kant_2 Kants project in the Critique of Pure Reason.txt,"('world', 37)","('priori', 30)","('kant', 23)","('knowledge', 22)","('human', 22)","('reason', 20)","('sensible', 18)","('critique', 17)","('intelligible', 17)","('metaphysics', 15)","('enlightenment', 15)","('science', 15)","('experience', 14)","('traditional', 14)","('independent', 13)","('way', 10)","('things', 10)","('would', 10)","('inaugural', 10)","('dissertation', 10)"
Aristotles Logic_3 The Subject of Logic Syllogisms.txt,"('aristotle', 6)","('argument', 6)","('deduction', 5)","('definition', 5)","('sullogismos', 4)","('modern', 4)","('valid', 4)","('one', 3)","('notion', 3)","('induction', 3)","('however', 3)","('something', 3)","('like', 3)","('arguments', 3)","('premises', 3)","('logic', 2)","('theory', 2)","('conclusion', 2)","('results', 2)","('necessity', 2)"
The Analytic Synthetic Distinction_4 PostQuinean Strategies.txt,"('analytic', 25)","('might', 21)","('may', 18)","('meaning', 16)","('see', 15)","('use', 15)","('one', 14)","('thought', 13)","('way', 12)","('least', 11)","('claims', 11)","('term', 11)","('simply', 10)","('theory', 10)","('terms', 10)","('language', 10)","('quine', 9)","('theories', 9)","('even', 9)","('would', 9)"
Religious Language_3 The Use of Religious Language.txt,"('religious', 75)","('god', 42)","('speakers', 23)","('discourse', 22)","('however', 18)","('utterances', 13)","('fictionalism', 13)","('true', 12)","('used', 12)","('language', 12)","('claims', 12)","('sentences', 11)","('according', 11)","('theory', 11)","('speech', 11)","('may', 11)","('say', 11)","('without', 11)","('use', 10)","('one', 10)"
Structured Propositions_5 Historical Antecedents to Current Views Russell.txt,"('russell', 18)","('constituents', 17)","('propositions', 15)","('proposition', 10)","('difference', 7)","('together', 6)","('propositional', 6)","('structured', 5)","('held', 5)","('frege', 5)","('differs', 5)","('would', 5)","('relation', 4)","('idea', 3)","('binds', 3)","('thus', 3)","('writes', 3)","('kinds', 3)","('things', 3)","('view', 3)"
Vagueness_2 Comparison with Ambiguity and Generality.txt,"('borderline', 19)","('cases', 13)","('vagueness', 10)","('vague', 10)","('news', 9)","('ambiguity', 8)","('also', 8)","('instance', 7)","('case', 7)","('generality', 7)","('words', 5)","('sense', 5)","('contrast', 5)","('ambiguous', 5)","('word', 5)","('respect', 5)","('speaker', 5)","('literal', 5)","('usage', 5)","('would', 5)"
Medieval Theories of the Syllogism_3 Arabic Logic and Syllogisms.txt,"('sentences', 30)","('logic', 25)","('avicenna', 17)","('absolute', 15)","('arabic', 14)","('tradition', 10)","('necessarily', 9)","('descriptional', 9)","('time', 8)","('aristotle', 8)","('human', 8)","('sentence', 8)","('substantial', 7)","('modal', 7)","('general', 6)","('literate', 6)","('first', 5)","('although', 5)","('logicians', 5)","('syllogisms', 5)"
Virtue Ethics_2 Forms of Virtue Ethics.txt,"('virtue', 47)","('good', 24)","('ethics', 21)","('virtues', 19)","('eudaimonia', 15)","('goodness', 15)","('account', 15)","('one', 14)","('agentbased', 12)","('action', 12)","('would', 12)","('might', 11)","('life', 11)","('different', 11)","('virtuous', 11)","('right', 11)","('god', 11)","('targetcentered', 10)","('terms', 10)","('like', 10)"
Philosophy of Mathematics_5 Special Topics.txt,"('set', 47)","('theory', 36)","('secondorder', 31)","('one', 25)","('mathematical', 21)","('principles', 21)","('continuum', 20)","('mathematics', 18)","('arithmetic', 18)","('axioms', 17)","('logic', 17)","('sets', 16)","('large', 14)","('hypothesis', 13)","('firstorder', 13)","('zfc', 12)","('informal', 12)","('analysis', 11)","('computability', 11)","('proof', 11)"
Neutral Monism_5 Contemporary Versions of Neutral Monism.txt,"('neutral', 48)","('properties', 47)","('physical', 43)","('mental', 38)","('monism', 32)","('events', 21)","('banks', 20)","('view', 20)","('fundamental', 20)","('basic', 16)","('entities', 14)","('intrinsic', 12)","('sense', 11)","('nature', 11)","('neither', 11)","('qualities', 11)","('one', 11)","('see', 10)","('event', 10)","('experience', 9)"
Plato_1 Platos central doctrines.txt,"('many', 7)","('good', 7)","('plato', 3)","('world', 3)","('way', 3)","('called', 3)","('goodness', 3)","('platos', 3)","('one', 3)","('things', 3)","('forms', 3)","('writings', 2)","('senses', 2)","('important', 2)","('objects', 2)","('beauty', 2)","('unity', 2)","('distinction', 2)","('beautiful', 2)","('unified', 2)"
Eliminative Materialism_4 Arguments Against Eliminative Materialism.txt,"('theory', 21)","('beliefs', 21)","('eliminative', 20)","('materialism', 19)","('folk', 19)","('psychology', 18)","('eliminativist', 11)","('simulation', 10)","('many', 8)","('one', 8)","('sort', 8)","('behavior', 8)","('mental', 8)","('eliminativism', 7)","('eliminativists', 7)","('states', 7)","('would', 7)","('desires', 7)","('success', 7)","('like', 6)"
The Computational Theory of Mind_6 Alternative conceptions of computation.txt,"('computational', 36)","('computation', 32)","('description', 23)","('system', 19)","('information', 17)","('computationalism', 17)","('functional', 15)","('causal', 15)","('structuralist', 14)","('one', 13)","('mathematical', 13)","('conception', 12)","('representational', 12)","('physical', 12)","('content', 12)","('states', 10)","('machine', 10)","('chalmers', 10)","('science', 9)","('computations', 9)"
Aristotle_1 Aristotles Life.txt,"('aristotle', 10)","('athens', 8)","('years', 6)","('alexander', 5)","('academy', 4)","('lesbos', 4)","('stagira', 3)","('remained', 3)","('death', 3)","('time', 3)","('left', 3)","('assos', 3)","('also', 3)","('upon', 3)","('pythias', 3)","('named', 3)","('macedon', 3)","('period', 3)","('lyceum', 3)","('macedonian', 2)"
Otto Neurath_5 Philosophy of psychology education and the social sciences.txt,"('neurath', 67)","('social', 43)","('psychology', 38)","('education', 38)","('scientific', 36)","('ibid', 25)","('science', 24)","('empirical', 23)","('sciences', 20)","('knowledge', 19)","('one', 19)","('visual', 19)","('empiricism', 16)","('language', 16)","('vienna', 15)","('gestalt', 15)","('theory', 15)","('physicalism', 15)","('also', 14)","('philosophy', 13)"
Rigid Designators_3 Philosophical Work for Rigidity.txt,"('true', 35)","('rigid', 31)","('statements', 28)","('rigidity', 26)","('world', 24)","('length', 24)","('posteriori', 23)","('sentence', 23)","('identity', 23)","('priori', 22)","('statement', 20)","('necessarily', 19)","('necessary', 19)","('might', 19)","('one', 18)","('worlds', 17)","('time', 16)","('contingent', 15)","('meter', 14)","('designation', 12)"
The Correspondence Theory of Truth_8 The Correspondence Theory and Its Competitors.txt,"('truth', 44)","('correspondence', 41)","('theory', 31)","('true', 28)","('propositions', 17)","('fact', 16)","('one', 16)","('truthmaker', 16)","('see', 15)","('discourse', 12)","('theories', 11)","('different', 11)","('account', 10)","('properties', 10)","('proposition', 9)","('genuine', 9)","('also', 8)","('facts', 8)","('every', 8)","('form', 7)"
Mental Representation_3 Conceptual and NonConceptual Representation.txt,"('content', 15)","('states', 9)","('phenomenology', 9)","('representations', 8)","('nonconceptual', 8)","('conceptual', 7)","('see', 7)","('properties', 7)","('representational', 6)","('concepts', 6)","('phenomenal', 6)","('contents', 6)","('kind', 5)","('sensory', 5)","('pitt', 5)","('among', 4)","('mental', 4)","('thought', 4)","('role', 4)","('mind', 4)"
The Analysis of Knowledge_3 The Gettier Problem.txt,"('knowledge', 8)","('cases', 8)","('justified', 7)","('true', 7)","('belief', 7)","('jtb', 5)","('analysis', 5)","('water', 5)","('lucky', 5)","('gettier', 5)","('condition', 5)","('epistemologists', 3)","('fact', 3)","('let', 3)","('running', 3)","('socrates', 3)","('seem', 2)","('one', 2)","('example', 2)","('think', 2)"
The Notation in Principia Mathematica_1 Why Learn the Symbolism in Principia Mathematica.txt,"('notation', 7)","('logic', 5)","('contemporary', 4)","('symbolic', 3)","('mathematics', 3)","('work', 3)","('symbolism', 3)","('principia', 2)","('mathematica', 2)","('notions', 2)","('become', 2)","('intended', 2)","('many', 2)","('would', 2)","('written', 1)","('jointly', 1)","('alfred', 1)","('north', 1)","('whitehead', 1)","('bertrand', 1)"
Qualia_10 Which Creatures Undergo States with Qualia.txt,"('qualia', 8)","('plants', 8)","('behavior', 6)","('nothing', 5)","('phenomenal', 4)","('states', 4)","('make', 4)","('beliefs', 4)","('desires', 4)","('flies', 4)","('example', 3)","('information', 3)","('light', 3)","('case', 3)","('plant', 3)","('leaves', 3)","('water', 3)","('venus', 3)","('fly', 3)","('fish', 2)"
Carl Hempel_6 InductiveStatistical Explanation.txt,"('salmon', 18)","('explanation', 17)","('explanations', 15)","('hempel', 13)","('relevant', 12)","('explanandum', 11)","('could', 10)","('properties', 10)","('arguments', 9)","('even', 9)","('would', 9)","('fetzer', 9)","('probability', 9)","('approach', 9)","('case', 9)","('statistical', 8)","('laws', 8)","('premises', 7)","('requirement', 7)","('occurrence', 7)"
Logic and Artificial Intelligence_1 Logic and Artificial Intelligence.txt,"('logic', 68)","('philosophical', 39)","('logical', 30)","('reasoning', 26)","('new', 13)","('topics', 13)","('mathematical', 13)","('applications', 12)","('literature', 12)","('computer', 10)","('research', 10)","('problems', 10)","('science', 9)","('theoretical', 8)","('representation', 8)","('philosophers', 8)","('first', 7)","('theories', 7)","('journal', 7)","('citations', 7)"
Reasons for Action  Justification  Motivation  Explanation_3 Motivating and Explanatory Reasons.txt,"('reason', 144)","('reasons', 108)","('motivating', 60)","('fact', 59)","('mental', 38)","('action', 35)","('states', 34)","('psychologism', 33)","('agent', 32)","('act', 30)","('acting', 28)","('facts', 26)","('explanatory', 25)","('explanation', 25)","('desdemona', 23)","('one', 22)","('belief', 22)","('may', 21)","('explain', 21)","('view', 21)"
